transaction_id,customer_id,product_id,quantity,timestamp
2382044,gAAAAABoUD--J2_C_VfcZ25zemExmc6k9GRUvTK0hV08tozYKp4qIhWVBlbT__LMqueH7S8flERbO7cS01f_66iO18iqnxIFlA==,205,8,2025-06-12 08:50:02.235816
7878531,gAAAAABoUD--XurBX1xmaeVwDEk-eQFx7Lv8pKqO5IjdLreEmgs0DKjBbHgVVXDUAit4BJLadUpjdgV2oasYoB79Fe-GC4KZzA==,224,9,2025-06-09 13:40:02.235816
5795041,gAAAAABoUD--PIkN3nQkMYKdsuiDhuhjKUWJe7RFFi0PWBZUej0jZEPiP_q5SHyGcQ0n4FbWDUR9amgkDerlTuhPtNqH-Rox8g==,201,5,2025-05-30 02:15:02.235816
8019591,gAAAAABoUD--dDnO5n783B3qTjUMGB2lnkQTTI_vWhbGfPXA6HxQyKNxTZtSKMRgt6Zs-SAxa4_UgwDy5fN1JhS9J7-0HzUjCg==,233,3,2025-04-08 11:26:02.235816
7148682,gAAAAABoUD--ki0ZpytjMwKmpqmNrRaWvZrCYey_RC-ILhx1SOXfRm804PLy2j0eXDKKGkzLEKwt3yFM6cRu-9EpkwsA-t5OlA==,208,5,2025-04-24 13:55:02.235816
5136116,gAAAAABoUD--f_q4k9D4FIp2dLuenUbbkfnJ2rawlzdSoknMbH9whRAXLVRkV0Jd9jx8QX-m7AXQALfCuih0ZDfg1xIbbPI9QA==,213,9,2025-05-12 07:41:02.235816
5697460,gAAAAABoUD--0eN_musgFR7oNYBqkhGwcfjO6HLP1KxiYcRHFzZahTk26Z13K2MGde7FO7_STz7z_tBZVFFI887Uli4FtbgIcQ==,242,5,2025-05-19 03:17:02.235816
8833944,gAAAAABoUD--VmQ-9-xh4I_vaucKbj3A7PEPT3IMKaomRYHDyshhAxecVOJpaGrUKeSIfjufyuUlwD19G11M_ABO4koNWzrk8Q==,216,1,2025-06-11 21:36:02.235816
8959738,gAAAAABoUD--jOVATVyfm-8fPdHR-g6HvFymFSrrnV4yi-PRVM-K_INRLphFU8o7AkaQlyvC2PX_nD7WvAgQscAZBGIJXT2G5A==,204,4,2025-04-26 10:00:02.235816
8992372,gAAAAABoUD--3kb-F0Jq4Zt2_PGRNqJeGpaLiTMKDT9ZZ5U7zIOVOHbzllgXOrV44yIoHjQrPiZTWGZ_mvL8P1sWhFEtU_imlw==,206,2,2025-05-14 08:18:02.235816
1875392,gAAAAABoUD--5hkVMbfoeiSNax4aISkECv5zaajFqRpS1EUlrUPgEcju5ci3R-Vwqfuj1DLout72WrKlpnmR1fyYSYVJ4nKNOQ==,232,8,2025-05-09 23:27:02.235816
3241640,gAAAAABoUD--a3dVy_iVUWQAK5HYw8bOCNFmZxu2RP5cY4By0JcpX-rEIoDzPrFZjGmbNpHxnRo5jkKMXGsqa_s0F8AdpUeewQ==,224,8,2025-04-21 20:58:02.235816
5587135,gAAAAABoUD--WLo8S6YUOeS00GM-BvGJbMiKcYDNsMwFMXhDAjtRcqn8pCTl0525MYHEwhPU_LG6Pj5AnXKaB6fOPuZ5x1tccQ==,200,6,2025-05-04 01:29:02.235816
1721490,gAAAAABoUD--L9hjxqh6fm-lDIPkrctrlY5m7sJFRYs641arjOF9ioynuispLc1MBdNkqfm-viCUT4OqvrIrY_A-pwwX2ACiPA==,240,10,2025-05-12 17:02:02.235816
7522131,gAAAAABoUD--R9p6MANIYGBTp6VEkH-J-7pwSQZKUop617RZpBGCeGDPfuDb9Omc7XLWFbvPHmtpxZJ7pO0Z2KzcD5qrE0Z4jQ==,249,5,2025-05-11 03:27:02.235816
1984923,gAAAAABoUD--QvPWGRnLH_dNLcCojBxy_ohEGEhURbzVg3aFNM0gAQ5wlPkvI7u7c_xEXEbu1TV4PL_QF6kkjtWBgep9Rw1sqQ==,214,6,2025-04-16 05:41:02.235816
4741694,gAAAAABoUD--0VGYlew2f9n6cEvrRl_I-vIOj5TSOnEYTjqIACg6mb8_lasm2u_Mf9OEvMM-tnJgmUI7hzCyoFAKVgWwmT3GxA==,247,10,2025-06-09 18:41:02.235816
7252802,gAAAAABoUD--t3wwQvUKSjP9bw1E73ucrFOtOaYOicTcGyJUgT4vn5DWeur5Cep8Ss_96xr1wuPxjC6UtrABYrmqitCYdCPQtg==,225,8,2025-05-26 00:49:02.235816
3106079,gAAAAABoUD--2JMudcexlDiNIcwuL9Cr2RTENd_IVnHOQN9pQ1tDF17eK9th5fycRSGI3kI8jquG0mn6ehfigGYIXtxPe8biNw==,207,10,2025-05-15 19:10:02.235816
4144389,gAAAAABoUD--5G28WAGh86rFFQ1LdNCYmsS9hv9xuHedtCucTdTYp1NyreJlhzycEhT4FiUxKaIKdFkLxTH_ujm7B6mqeYOmRA==,221,7,2025-04-25 13:17:02.235816
7006911,gAAAAABoUD--Q5Kn67liM8ThDa7tQa-_nXYC2s9DnKSjqx3lNgm6lWrr6e2dV7ZZKBnj2oRNZdRiBxdtub-t2gwY_sayqhtlQg==,227,3,2025-04-15 13:15:02.235816
2481587,gAAAAABoUD--4HVk6YwfVoe6tufFCLv7mu5QBdVIIj5_LLa-_wExt58KUhLlDTvhPlZex0WfWHB7Qaj92vCow6hCgIn9OS5htA==,236,4,2025-05-01 15:10:02.235816
6158246,gAAAAABoUD--1PERe4eL6Il0ODyPSsq30Bh6wNNRP7Wm9-_8Y1Hw7qpMd1MrNm1iKxqJMrFNAFyYXGUAq4FJt4E0Gyqykxr1XA==,242,10,2025-05-10 02:15:02.235816
5762149,gAAAAABoUD--74gSrKizPjt4jgBK1PYw4Yso_q28xAairtio56onLreFD_gPpKnE8z1V-LD-O1fMPS08dSiXvODlsLqLLRB7mQ==,211,4,2025-04-20 18:57:02.235816
