transaction_id,customer_id,product_id,quantity,timestamp
2828777,gAAAAABoUCPmCaaoBb_YS-WCqj__ZqpJlN855f9KasMiJV6iH1p7UE9IdY6q1W7FfjeLMv4dNGnzM1x1ako3yP-rrZDS5cQLAw==,206,3,2025-05-17 07:34:14.056690
6549166,gAAAAABoUCPmHxfakXXqHb3MFbQhZvfIc24sCkuWz_3-VJbC4dJtFF28pa2_0ddQ8PzSrfVRSlVWHuzr8FPh1XNUlbe-Xk2GAw==,241,3,2025-04-17 12:34:14.056690
1383413,gAAAAABoUCPmj5jkNCmzx_7rvDDASNEhGEJC7wEV_T1e5eeVJdKhTcM6vAy-Vji9CkDow84C136n91duH0tijqhOYyDEMCrbDg==,227,1,2025-06-03 18:32:14.056690
6615448,gAAAAABoUCPmsrJHsT8hnp2TgXP6JtlP_sTQyemExo7oiaAHYHXz-IJYsvlsXuFvd38WZFSKl7TpJfERGEHvzSPvVfqKgbvn3g==,233,10,2025-06-09 19:34:14.056690
7484815,gAAAAABoUCPmU1Df7Nu3rEMQHPoxbBUgmzsqUVjuFG_gQ0HnkfofvBCkKGAnGmAv9vmjkQCTYTdBvCQlLnHxvgtzx7phyz_hwA==,239,4,2025-04-18 18:35:14.056690
93912,gAAAAABoUCPm4WrHaYXVHHbFeOZsnESIuWPTZKi_ryUhMrF2CtBMh_R1JEbsZ3fLjrm005PUQNs2nZ72NHklsZtf1LvuQCZL9w==,208,3,2025-05-06 06:21:14.056690
5609051,gAAAAABoUCPmnTElRmp0IhkDcslrLKn4dZcXlKXMQs3NFQ5DMM60E1csqzghNYyjbAU9SAwfbl1HdVSKjBMnnUwBuQi8cGjnoA==,219,10,2025-04-18 20:15:14.056690
7714021,gAAAAABoUCPmkJVXbXyeJT5r5-nOFRwIG3faoBGEtiPM77Zy7yvJ_5rbcls49yNVn1yrUgHhL4ib_CESLSkw62XSfgdNPhagbA==,209,2,2025-05-21 13:00:14.056690
9429108,gAAAAABoUCPmN7WwMTDNM3Ko6a89Lc4w-LfjRGbj0MWf-g9qJVYVKmZzs0eVy3ovd4IP_bubXwBrFzOGtd2Cb5md1DY4dShxPw==,235,6,2025-05-10 08:32:14.056690
6911835,gAAAAABoUCPmSlwLM20XZk_lE-TOSKtmF0YAN-X57MgHFUArFaf8a0s7rkUoIg-QgHwgSnHFyPpY4rHI3vgdRj3Fc_HnSs4urA==,228,3,2025-04-08 16:37:14.056690
6865953,gAAAAABoUCPmRsrOR1RqeIAeRZN8x6U0y_e_av2i7LcZBVK9ooR5kwTC6HSGg57SICK4dupq2IFFflk76Mq8BV82T2wDRsSLqA==,203,10,2025-06-10 22:51:14.056690
7885337,gAAAAABoUCPmD4HRb5qp6k2OdxcH0eL2azGbAJ2taEF5t0ef_Sv_yIKUDip_PcKoahF8V77q-o448ZhHno9oTPlbxnC_xPzQyg==,245,10,2025-04-18 08:05:14.056690
9872911,gAAAAABoUCPmShyGA4FrNEw-BIvNJyNHMG2EJV5-dejxLZF3ojI2rxVmiQMKpF_yFTCFeODrqGVH3rntRL1x2wphZy6M655cKA==,249,9,2025-04-19 00:15:14.056690
6199603,gAAAAABoUCPmvqSVzy7WVvvs_P1oBHR2UyABIYCF-vjxw77ijAFP5GFYDpaRHOouyeT3TxCzDUl5PLRkoJOUnZ6wUQUgg_oTIw==,223,1,2025-06-04 17:26:14.056690
