transaction_id,customer_id,product_id,quantity,timestamp
1,1060,240,10,2025-04-09 01:18:30.974854
2,1063,249,1,2025-04-25 02:23:30.974854
3,1063,250,5,2025-05-11 21:38:30.974854
4,1055,236,4,2025-05-07 14:39:30.974854
5,1010,250,5,2025-04-07 20:58:30.974854
6,1098,201,2,2025-05-25 11:51:30.974854
7,1055,244,3,2025-04-04 22:25:30.974854
8,1025,237,1,2025-04-27 21:13:30.974854
9,1015,202,7,2025-04-19 15:55:30.974854
10,1063,202,4,2025-05-07 18:35:30.974854
11,1075,241,6,2025-05-12 10:07:30.974854
12,1100,212,2,2025-05-16 16:59:30.974854
13,1024,206,5,2025-04-13 21:46:30.974854
14,1057,200,1,2025-04-04 09:29:30.974854
15,1048,202,6,2025-04-09 22:06:30.974854
16,1100,233,3,2025-05-17 10:19:30.974854
17,1040,224,9,2025-05-22 07:44:30.974854
18,1009,227,4,2025-05-24 05:02:30.974854
19,1015,219,3,2025-04-16 03:28:30.974854
20,1021,237,4,2025-06-04 13:04:30.974854
21,1022,239,6,2025-04-02 09:19:30.974854
22,1024,228,3,2025-04-22 05:48:30.974854
23,1096,202,4,2025-06-06 14:10:30.974854
24,1012,227,9,2025-04-06 01:28:30.974854
25,1055,238,2,2025-04-10 07:41:30.974854
26,1085,242,4,2025-04-19 07:52:30.974854
27,1084,249,9,2025-05-28 11:51:30.974854
28,1045,203,10,2025-06-01 11:51:30.974854
29,1016,219,7,2025-04-16 01:13:30.974854
30,1030,235,3,2025-06-03 10:48:30.974854
31,1016,235,7,2025-05-15 11:15:30.974854
32,1095,233,9,2025-05-27 22:07:30.974854
33,1088,236,1,2025-05-19 19:33:30.974854
34,1019,219,3,2025-04-13 19:19:30.974854
35,1002,200,5,2025-05-25 05:38:30.974854
36,1068,204,7,2025-04-16 00:52:30.974854
37,1097,246,10,2025-05-05 16:17:30.974854
38,1082,224,2,2025-04-27 14:33:30.974854
39,1069,207,7,2025-05-25 10:26:30.974854
40,1017,214,10,2025-05-02 05:27:30.974854
41,1036,235,2,2025-04-26 11:45:30.974854
42,1067,215,9,2025-04-05 09:49:30.974854
43,1051,210,4,2025-04-25 10:45:30.974854
44,1028,242,6,2025-05-09 07:13:30.974854
45,1037,221,10,2025-04-16 21:57:30.974854
46,1056,250,9,2025-04-05 15:53:30.974854
47,1084,232,2,2025-05-03 21:06:30.974854
48,1020,211,9,2025-05-27 04:33:30.974854
49,1066,222,10,2025-04-29 14:29:30.974854
50,1098,249,7,2025-05-06 23:02:30.974854
51,1040,224,5,2025-04-19 04:50:30.974854
52,1096,249,10,2025-04-11 11:02:30.974854
53,1070,239,3,2025-04-14 13:53:30.974854
54,1052,249,5,2025-06-06 14:37:30.974854
55,1050,230,9,2025-05-31 16:14:30.974854
56,1001,216,10,2025-04-25 13:48:30.974854
57,1019,249,3,2025-04-28 17:15:30.974854
58,1076,220,1,2025-05-17 16:59:30.974854
59,1081,206,8,2025-05-20 15:31:30.974854
60,1029,235,4,2025-05-04 17:39:30.974854
61,1081,238,7,2025-06-05 07:43:30.974854
62,1076,248,2,2025-05-14 20:45:30.974854
63,1016,249,8,2025-06-01 21:57:30.974854
64,1041,235,5,2025-04-07 07:41:30.974854
65,1099,209,7,2025-06-06 05:44:30.974854
66,1010,210,4,2025-04-29 07:59:30.974854
67,1043,240,5,2025-06-03 08:33:30.974854
68,1063,241,5,2025-06-01 16:34:30.974854
69,1022,217,3,2025-04-14 04:39:30.974854
70,1082,239,6,2025-06-04 12:03:30.974854
71,1042,226,3,2025-05-08 07:17:30.974854
72,1002,214,4,2025-05-06 00:52:30.974854
73,1085,205,1,2025-05-09 23:09:30.974854
74,1093,210,10,2025-05-18 01:56:30.974854
75,1089,240,6,2025-05-04 00:21:30.974854
76,1012,244,10,2025-04-19 04:07:30.974854
77,1014,216,4,2025-04-30 18:00:30.974854
78,1091,219,4,2025-05-21 15:29:30.974854
79,1042,232,1,2025-05-23 12:13:30.974854
80,1042,242,2,2025-05-20 23:43:30.974854
81,1100,224,8,2025-04-13 01:19:30.974854
82,1044,202,6,2025-04-14 20:53:30.974854
83,1007,224,4,2025-05-18 20:50:30.974854
84,1051,204,10,2025-04-22 13:04:30.974854
85,1035,242,3,2025-05-13 16:15:30.974854
86,1081,214,2,2025-05-09 17:23:30.974854
87,1028,219,10,2025-04-24 22:28:30.974854
88,1061,250,4,2025-04-05 23:10:30.974854
89,1002,210,4,2025-04-15 20:45:30.974854
90,1030,247,7,2025-05-11 08:21:30.974854
91,1072,210,5,2025-05-05 10:27:30.974854
92,1086,226,1,2025-04-09 23:00:30.974854
93,1050,242,10,2025-05-20 13:53:30.974854
94,1081,206,6,2025-06-08 22:07:30.974854
95,1030,231,2,2025-05-16 23:37:30.974854
96,1032,225,2,2025-05-15 03:16:30.974854
97,1009,209,2,2025-04-17 10:52:30.974854
98,1040,205,2,2025-06-05 17:56:30.974854
99,1067,238,9,2025-05-22 12:36:30.974854
100,1087,226,9,2025-05-10 08:50:30.974854
101,1074,218,1,2025-04-16 21:48:30.974854
102,1074,248,8,2025-04-20 04:55:30.974854
103,1045,227,2,2025-04-26 00:26:30.974854
104,1053,248,5,2025-06-08 15:35:30.974854
105,1084,228,4,2025-05-14 06:50:30.974854
106,1059,230,7,2025-05-19 09:52:30.974854
107,1009,223,3,2025-05-25 00:18:30.974854
108,1051,210,9,2025-04-24 23:09:30.974854
109,1052,211,7,2025-04-04 01:37:30.974854
110,1042,201,9,2025-04-17 13:44:30.974854
111,1085,248,10,2025-05-20 05:41:30.974854
112,1036,249,2,2025-05-26 07:02:30.974854
113,1047,234,2,2025-05-17 00:31:30.974854
114,1083,244,6,2025-05-29 03:58:30.974854
115,1087,247,9,2025-06-10 04:22:30.974854
116,1013,239,10,2025-04-07 18:41:30.974854
117,1020,233,7,2025-05-13 02:06:30.974854
118,1065,243,9,2025-04-08 21:08:30.974854
119,1072,207,3,2025-05-14 02:47:30.974854
120,1078,228,1,2025-05-04 20:50:30.974854
121,1018,226,9,2025-04-17 08:39:30.974854
122,1037,228,10,2025-05-07 06:29:30.974854
123,1037,235,5,2025-05-07 18:12:30.974854
124,1087,246,1,2025-04-19 06:08:30.974854
125,1017,232,1,2025-04-21 20:18:30.974854
126,1068,208,1,2025-04-19 23:29:30.974854
127,1022,241,2,2025-06-09 10:55:30.974854
128,1083,208,5,2025-04-04 21:53:30.974854
129,1097,203,9,2025-05-07 06:49:30.974854
130,1009,219,2,2025-05-11 11:56:30.974854
131,1095,201,4,2025-04-29 17:53:30.974854
132,1063,238,1,2025-05-31 11:57:30.974854
133,1020,225,10,2025-05-12 07:33:30.974854
134,1028,212,3,2025-04-06 22:46:30.974854
135,1029,213,5,2025-06-01 18:43:30.974854
136,1066,245,5,2025-04-19 21:05:30.974854
137,1053,219,4,2025-05-26 20:41:30.974854
138,1068,213,9,2025-04-14 11:51:30.974854
139,1082,231,8,2025-06-05 13:04:30.974854
140,1022,233,6,2025-05-12 04:13:30.974854
141,1087,219,9,2025-04-22 23:24:30.974854
142,1096,202,10,2025-05-10 08:03:30.974854
143,1092,218,10,2025-04-20 09:36:30.974854
144,1002,204,3,2025-05-07 12:56:30.974854
145,1025,226,6,2025-04-11 11:02:30.974854
146,1090,215,3,2025-04-04 04:37:30.974854
147,1012,218,3,2025-05-28 21:51:30.974854
148,1042,233,8,2025-05-27 08:19:30.974854
149,1031,244,7,2025-05-08 18:50:30.974854
150,1029,240,8,2025-05-02 11:31:30.974854
151,1080,211,9,2025-04-16 13:28:30.974854
152,1037,231,4,2025-04-21 14:21:30.974854
153,1029,237,7,2025-04-18 00:11:30.974854
154,1065,219,9,2025-06-04 16:39:30.974854
155,1000,239,7,2025-05-08 09:10:30.974854
156,1072,225,7,2025-04-25 10:29:30.974854
157,1026,208,3,2025-05-26 23:55:30.974854
158,1046,213,10,2025-05-21 03:19:30.974854
159,1001,206,2,2025-05-10 05:46:30.974854
160,1019,205,8,2025-06-09 11:48:30.974854
161,1033,231,5,2025-05-05 01:46:30.974854
162,1034,201,6,2025-04-29 01:11:30.974854
163,1089,233,8,2025-05-21 03:03:30.974854
164,1043,204,1,2025-05-28 02:38:30.974854
165,1057,220,4,2025-05-10 15:00:30.974854
166,1003,245,6,2025-04-09 18:07:30.974854
167,1081,232,5,2025-05-24 02:48:30.974854
168,1032,210,6,2025-06-07 13:59:30.974854
169,1100,210,6,2025-05-03 07:01:30.974854
170,1098,218,10,2025-06-01 13:51:30.974854
171,1059,207,3,2025-04-03 14:42:30.974854
172,1066,221,5,2025-04-24 17:19:30.974854
173,1100,242,8,2025-05-21 09:45:30.974854
174,1082,224,1,2025-05-18 21:30:30.974854
175,1038,219,5,2025-06-09 19:57:30.974854
176,1092,240,8,2025-06-01 19:46:30.974854
177,1031,208,10,2025-05-17 04:40:30.974854
178,1014,219,4,2025-04-10 01:35:30.974854
179,1011,239,8,2025-05-12 11:22:30.974854
180,1059,213,2,2025-05-16 13:19:30.974854
181,1078,205,3,2025-04-09 01:06:30.974854
182,1009,234,1,2025-06-05 02:41:30.974854
183,1046,209,9,2025-04-30 19:15:30.974854
184,1089,248,3,2025-04-03 06:35:30.974854
185,1035,226,2,2025-06-06 15:48:30.974854
186,1006,240,6,2025-05-04 22:52:30.974854
187,1077,208,3,2025-04-22 19:21:30.974854
188,1073,203,3,2025-06-09 22:40:30.974854
189,1089,209,3,2025-04-20 14:59:30.974854
190,1072,234,3,2025-06-04 17:32:30.974854
191,1047,232,8,2025-05-23 04:30:30.974854
192,1098,242,2,2025-05-21 13:07:30.974854
193,1022,243,5,2025-05-31 04:08:30.974854
194,1064,249,3,2025-04-09 17:58:30.974854
195,1064,234,8,2025-05-26 00:36:30.974854
196,1036,220,1,2025-05-10 05:29:30.974854
197,1058,220,2,2025-05-21 07:19:30.974854
198,1079,229,9,2025-04-19 19:47:30.974854
199,1077,215,3,2025-05-20 15:29:30.974854
200,1047,247,1,2025-04-22 01:11:30.974854
201,1035,200,6,2025-04-29 13:41:30.974854
202,1001,226,1,2025-04-19 08:07:30.974854
203,1077,237,9,2025-06-01 11:39:30.974854
204,1061,209,1,2025-04-12 20:26:30.974854
205,1004,224,7,2025-05-13 00:21:30.974854
206,1070,226,9,2025-04-12 21:34:30.974854
207,1091,242,4,2025-05-30 07:04:30.974854
208,1069,237,10,2025-04-15 15:13:30.974854
209,1062,239,3,2025-05-24 14:57:30.974854
210,1090,206,4,2025-05-21 13:19:30.974854
211,1027,228,7,2025-05-24 17:27:30.974854
212,1047,211,10,2025-05-03 20:53:30.974854
213,1088,243,2,2025-04-21 03:56:30.974854
214,1100,232,8,2025-05-13 22:55:30.974854
215,1062,232,1,2025-05-14 06:07:30.974854
216,1025,244,9,2025-06-08 02:27:30.974854
217,1020,209,6,2025-06-01 03:12:30.974854
218,1067,205,10,2025-04-22 23:30:30.974854
219,1077,202,6,2025-06-04 17:37:30.974854
220,1093,209,1,2025-06-02 07:22:30.974854
221,1027,223,8,2025-05-09 13:08:30.974854
222,1025,211,1,2025-05-28 11:15:30.974854
223,1062,229,2,2025-05-16 18:20:30.974854
224,1006,239,6,2025-04-13 21:35:30.974854
225,1099,203,2,2025-06-08 11:39:30.974854
226,1081,240,9,2025-05-12 05:04:30.974854
227,1068,229,2,2025-06-09 05:30:30.974854
228,1024,210,5,2025-04-10 07:54:30.974854
229,1007,213,5,2025-06-10 03:30:30.974854
230,1061,219,9,2025-05-09 17:55:30.974854
231,1047,210,4,2025-06-01 09:25:30.974854
232,1012,241,2,2025-05-07 16:16:30.974854
233,1054,233,9,2025-05-31 09:00:30.974854
234,1050,248,4,2025-06-10 04:26:30.974854
235,1079,244,1,2025-06-02 23:12:30.974854
236,1078,209,5,2025-05-12 07:01:30.974854
237,1005,207,2,2025-05-07 11:49:30.974854
238,1051,243,4,2025-05-17 17:41:30.974854
239,1027,244,9,2025-05-03 07:04:30.974854
240,1003,234,8,2025-05-15 18:55:30.974854
241,1037,221,5,2025-05-18 21:59:30.974854
242,1065,248,9,2025-05-18 16:05:30.974854
243,1007,234,4,2025-04-30 11:58:30.974854
244,1100,224,8,2025-05-11 15:45:30.974854
245,1039,236,9,2025-06-07 08:46:30.974854
246,1092,221,8,2025-04-06 03:13:30.974854
247,1000,250,1,2025-04-12 06:43:30.974854
248,1089,225,5,2025-05-04 16:55:30.974854
249,1034,238,8,2025-04-25 07:12:30.974854
250,1013,209,10,2025-05-25 11:04:30.974854
251,1063,218,10,2025-04-09 09:37:30.974854
252,1100,250,7,2025-05-16 05:15:30.974854
253,1062,227,8,2025-05-02 10:25:30.974854
254,1076,222,2,2025-04-03 17:47:30.974854
255,1071,206,10,2025-05-12 15:32:30.974854
256,1049,213,8,2025-05-20 06:42:30.974854
257,1051,217,9,2025-04-18 23:20:30.974854
258,1009,240,10,2025-04-08 00:47:30.974854
259,1035,238,5,2025-05-02 06:01:30.974854
260,1032,243,10,2025-05-11 14:18:30.974854
261,1044,231,5,2025-05-19 10:53:30.974854
262,1012,217,8,2025-05-24 09:00:30.974854
263,1073,222,10,2025-04-16 22:14:30.974854
264,1099,238,4,2025-06-07 19:37:30.974854
265,1012,213,7,2025-06-01 23:58:30.974854
266,1080,211,2,2025-05-28 11:34:30.974854
267,1088,212,2,2025-05-20 13:14:30.974854
268,1069,241,2,2025-04-27 20:55:30.974854
269,1006,229,4,2025-05-27 21:50:30.974854
270,1058,219,2,2025-05-20 09:25:30.974854
271,1048,239,7,2025-04-09 11:08:30.974854
272,1093,238,5,2025-04-08 20:07:30.974854
273,1080,209,2,2025-04-30 08:31:30.974854
274,1061,207,8,2025-04-26 11:40:30.974854
275,1003,242,8,2025-04-22 18:02:30.974854
276,1072,219,7,2025-04-27 12:40:30.974854
277,1066,214,8,2025-05-23 00:39:30.974854
278,1011,223,9,2025-04-12 07:25:30.974854
